id,run_id,round,alpha,method,accuracy,loss,f1,auc,n_anomalous,clean_ids,selected_method,selected_combination,agent_reasoning,seed
42,exp2_mFedAvg_a1.0_s1,3,1.0,FedAvg,87.27,0.3085,0.9252,0.9347,2,"[0, 1, 4]",FedAvg,"[0, 1, 4]",Fixed baseline,1
43,exp2_mFedAvg_a1.0_s1,4,1.0,FedAvg,88.73,0.2801,0.9344,0.9408,2,"[0, 1, 4]",FedAvg,"[0, 1, 4]",Fixed baseline,1
44,exp2_mFedAvg_a1.0_s1,5,1.0,FedAvg,89.6,0.2626,0.9399,0.942,2,"[0, 1, 4]",FedAvg,"[0, 1, 4]",Fixed baseline,1
45,exp2_mFedAvg_a1.0_s1,6,1.0,FedAvg,88.95,0.2781,0.9356,0.9453,2,"[0, 1, 4]",FedAvg,"[0, 1, 4]",Fixed baseline,1
46,exp2_mFedAvg_a1.0_s1,7,1.0,FedAvg,89.67,0.2614,0.9401,0.9461,2,"[0, 1, 4]",FedAvg,"[0, 1, 4]",Fixed baseline,1
47,exp2_mFedAvg_a1.0_s2,1,1.0,FedAvg,14.08,0.7457,0.0867,0.8718,0,"[0, 1, 2, 3, 4]",FedAvg,"[0, 1, 2, 3, 4]",Fixed baseline,2
48,exp2_mFedAvg_a1.0_s2,2,1.0,FedAvg,66.59,0.6054,0.7741,0.9004,0,"[0, 1, 2, 3, 4]",FedAvg,"[0, 1, 2, 3, 4]",Fixed baseline,2
49,exp2_mFedAvg_a1.0_s2,3,1.0,FedAvg,83.5,0.5286,0.9012,0.9118,0,"[0, 1, 2, 3, 4]",FedAvg,"[0, 1, 2, 3, 4]",Fixed baseline,2
50,exp2_mFedAvg_a1.0_s2,4,1.0,FedAvg,86.89,0.4182,0.9231,0.9244,0,"[0, 1, 2, 3, 4]",FedAvg,"[0, 1, 2, 3, 4]",Fixed baseline,2
51,exp2_mFedAvg_a1.0_s2,5,1.0,FedAvg,88.06,0.3929,0.9303,0.9337,0,"[0, 1, 2, 3, 4]",FedAvg,"[0, 1, 2, 3, 4]",Fixed baseline,2
52,exp2_mFedAvg_a1.0_s2,6,1.0,FedAvg,81.08,0.4224,0.8838,0.9322,1,"[0, 1, 2, 4]",FedAvg,"[0, 1, 2, 4]",Fixed baseline,2
53,exp2_mFedAvg_a1.0_s2,7,1.0,FedAvg,79.0,0.4177,0.869,0.9389,1,"[0, 1, 2, 4]",FedAvg,"[0, 1, 2, 4]",Fixed baseline,2
54,exp2_mFedAvg_a1.0_s2,8,1.0,FedAvg,82.18,0.4281,0.8919,0.9197,1,"[0, 1, 2, 4]",FedAvg,"[0, 1, 2, 4]",Fixed baseline,2
55,exp2_mFedAvg_a1.0_s3,1,1.0,FedAvg,80.32,0.5479,0.8798,0.8963,1,"[0, 1, 2, 4]",FedAvg,"[0, 1, 2, 4]",Fixed baseline,3
56,exp2_mFedAvg_a1.0_s3,2,1.0,FedAvg,75.14,0.5717,0.8419,0.9109,1,"[0, 1, 2, 4]",FedAvg,"[0, 1, 2, 4]",Fixed baseline,3
57,exp2_mFedAvg_a1.0_s3,3,1.0,FedAvg,87.34,0.3857,0.926,0.9248,1,"[0, 1, 2, 4]",FedAvg,"[0, 1, 2, 4]",Fixed baseline,3
58,exp2_mFedAvg_a1.0_s3,4,1.0,FedAvg,85.81,0.4576,0.9161,0.9261,1,"[0, 1, 2, 4]",FedAvg,"[0, 1, 2, 4]",Fixed baseline,3
59,exp2_mFedAvg_a1.0_s3,5,1.0,FedAvg,80.57,0.4955,0.8809,0.9189,1,"[0, 1, 2, 4]",FedAvg,"[0, 1, 2, 4]",Fixed baseline,3
60,exp2_mFedAvg_a1.0_s3,6,1.0,FedAvg,85.28,0.417,0.913,0.916,1,"[0, 1, 2, 4]",FedAvg,"[0, 1, 2, 4]",Fixed baseline,3
61,exp2_mFedAvg_a1.0_s3,7,1.0,FedAvg,88.34,0.3586,0.9326,0.9212,1,"[0, 1, 2, 4]",FedAvg,"[0, 1, 2, 4]",Fixed baseline,3
62,exp2_mFedAvg_a1.0_s3,8,1.0,FedAvg,83.26,0.4313,0.9,0.9048,1,"[0, 1, 2, 4]",FedAvg,"[0, 1, 2, 4]",Fixed baseline,3
63,exp2_mFedAvg_a1.0_s4,1,1.0,FedAvg,88.74,0.5264,0.9356,0.8934,1,"[0, 1, 2, 4]",FedAvg,"[0, 1, 2, 4]",Fixed baseline,4
64,exp2_mFedAvg_a1.0_s4,2,1.0,FedAvg,88.31,0.3838,0.9323,0.9246,1,"[0, 1, 2, 4]",FedAvg,"[0, 1, 2, 4]",Fixed baseline,4
65,exp2_mFedAvg_a1.0_s4,3,1.0,FedAvg,84.87,0.4869,0.91,0.9219,1,"[0, 1, 2, 4]",FedAvg,"[0, 1, 2, 4]",Fixed baseline,4
66,exp2_mFedAvg_a1.0_s4,4,1.0,FedAvg,89.95,0.3949,0.9422,0.9309,1,"[0, 1, 2, 4]",FedAvg,"[0, 1, 2, 4]",Fixed baseline,4
67,exp2_mFedAvg_a1.0_s4,5,1.0,FedAvg,91.18,0.3563,0.9501,0.927,1,"[0, 1, 2, 4]",FedAvg,"[0, 1, 2, 4]",Fixed baseline,4
68,exp2_mFedAvg_a1.0_s4,6,1.0,FedAvg,91.7,0.313,0.9531,0.9293,1,"[0, 1, 2, 4]",FedAvg,"[0, 1, 2, 4]",Fixed baseline,4
69,exp2_mFedAvg_a1.0_s4,7,1.0,FedAvg,86.59,0.4349,0.9221,0.8911,1,"[0, 1, 2, 4]",FedAvg,"[0, 1, 2, 4]",Fixed baseline,4
70,exp2_mFedAvg_a1.0_s4,8,1.0,FedAvg,90.83,0.2783,0.9478,0.9305,1,"[0, 1, 2, 4]",FedAvg,"[0, 1, 2, 4]",Fixed baseline,4
71,exp2_mFedAvg_a1.0_s5,1,1.0,FedAvg,77.87,0.5593,0.8622,0.8973,1,"[0, 1, 3, 4]",FedAvg,"[0, 1, 3, 4]",Fixed baseline,5
72,exp2_mFedAvg_a1.0_s5,2,1.0,FedAvg,72.74,0.5568,0.8231,0.9182,1,"[0, 1, 3, 4]",FedAvg,"[0, 1, 3, 4]",Fixed baseline,5
73,exp2_mFedAvg_a1.0_s5,3,1.0,FedAvg,76.4,0.5008,0.8505,0.927,1,"[0, 1, 3, 4]",FedAvg,"[0, 1, 3, 4]",Fixed baseline,5
74,exp2_mFedAvg_a1.0_s5,4,1.0,FedAvg,73.75,0.5184,0.8309,0.919,1,"[0, 1, 3, 4]",FedAvg,"[0, 1, 3, 4]",Fixed baseline,5
75,exp2_mFedAvg_a1.0_s5,5,1.0,FedAvg,74.01,0.4956,0.8325,0.9292,1,"[0, 1, 3, 4]",FedAvg,"[0, 1, 3, 4]",Fixed baseline,5
76,exp2_mFedAvg_a1.0_s5,6,1.0,FedAvg,80.24,0.4365,0.8784,0.9166,1,"[0, 1, 3, 4]",FedAvg,"[0, 1, 3, 4]",Fixed baseline,5
77,exp2_mFedAvg_a1.0_s5,7,1.0,FedAvg,83.67,0.4158,0.9015,0.9367,1,"[0, 1, 3, 4]",FedAvg,"[0, 1, 3, 4]",Fixed baseline,5
78,exp2_mFedAvg_a1.0_s5,8,1.0,FedAvg,83.36,0.394,0.8995,0.9307,1,"[0, 1, 3, 4]",FedAvg,"[0, 1, 3, 4]",Fixed baseline,5
79,exp2_mKrum_a0.3_s1,1,0.3,Krum,90.0,3.0364,0.9474,0.5001,2,"[1, 3, 4]",Krum,"[1, 3, 4]",Fixed baseline,1
80,exp2_mKrum_a0.3_s1,2,0.3,Krum,90.0,2.9827,0.9474,0.4989,2,"[1, 3, 4]",Krum,"[1, 3, 4]",Fixed baseline,1
81,exp2_mKrum_a0.3_s1,3,0.3,Krum,90.0,2.9301,0.9474,0.5,2,"[1, 3, 4]",Krum,"[1, 3, 4]",Fixed baseline,1
82,exp2_mKrum_a0.3_s1,4,0.3,Krum,90.0,2.8785,0.9474,0.4995,2,"[1, 3, 4]",Krum,"[1, 3, 4]",Fixed baseline,1
83,exp2_mKrum_a0.3_s1,5,0.3,Krum,90.0,2.8278,0.9474,0.4989,2,"[1, 3, 4]",Krum,"[1, 3, 4]",Fixed baseline,1
84,exp2_mKrum_a0.3_s1,6,0.3,Krum,90.0,2.7782,0.9474,0.5003,2,"[1, 3, 4]",Krum,"[1, 3, 4]",Fixed baseline,1
85,exp2_mKrum_a0.3_s1,7,0.3,Krum,90.0,2.7297,0.9474,0.5005,2,"[1, 3, 4]",Krum,"[1, 3, 4]",Fixed baseline,1
86,exp2_mKrum_a0.3_s1,8,0.3,Krum,90.0,2.6822,0.9474,0.5003,2,"[1, 3, 4]",Krum,"[1, 3, 4]",Fixed baseline,1
87,exp2_mKrum_a0.3_s2,1,0.3,Krum,11.0,2.8082,0.1533,0.0966,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Fixed baseline,2
88,exp2_mKrum_a0.3_s2,2,0.3,Krum,15.55,2.7308,0.2495,0.0796,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Fixed baseline,2
89,exp2_mKrum_a0.3_s2,3,0.3,Krum,15.4,3.3249,0.2484,0.0765,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Fixed baseline,2
90,exp2_mKrum_a0.3_s2,4,0.3,Krum,13.47,3.8908,0.211,0.0825,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Fixed baseline,2
91,exp2_mKrum_a0.3_s2,5,0.3,Krum,9.88,6.7455,0.1446,0.0735,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Fixed baseline,2
92,exp2_mKrum_a0.3_s2,6,0.3,Krum,14.23,5.9088,0.2246,0.0863,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Fixed baseline,2
93,exp2_mKrum_a0.3_s2,7,0.3,Krum,6.67,10.3705,0.0545,0.076,2,"[0, 2, 4]",Krum,"[0, 2, 4]",Fixed baseline,2
94,exp2_mKrum_a0.3_s2,8,0.3,Krum,8.95,8.7074,0.1261,0.0779,2,"[0, 2, 4]",Krum,"[0, 2, 4]",Fixed baseline,2
95,exp2_mKrum_a0.3_s3,1,0.3,Krum,61.41,0.879,0.731,0.8403,2,"[0, 1, 4]",Krum,"[0, 1, 4]",Fixed baseline,3
96,exp2_mKrum_a0.3_s3,2,0.3,Krum,62.58,0.7269,0.7408,0.8609,2,"[0, 1, 4]",Krum,"[0, 1, 4]",Fixed baseline,3
97,exp2_mKrum_a0.3_s3,3,0.3,Krum,41.47,1.3796,0.5199,0.8582,2,"[0, 1, 4]",Krum,"[0, 1, 4]",Fixed baseline,3
98,exp2_mKrum_a0.3_s3,4,0.3,Krum,72.21,0.6441,0.8216,0.8466,2,"[0, 1, 4]",Krum,"[0, 1, 4]",Fixed baseline,3
99,exp2_mKrum_a0.3_s3,5,0.3,Krum,57.84,1.2129,0.6971,0.8589,2,"[0, 1, 4]",Krum,"[0, 1, 4]",Fixed baseline,3
100,exp2_mKrum_a0.3_s3,6,0.3,Krum,43.78,2.1696,0.549,0.7969,2,"[0, 1, 4]",Krum,"[0, 1, 4]",Fixed baseline,3
101,exp2_mKrum_a0.3_s4,1,0.3,Krum,74.88,0.5142,0.8424,0.8264,0,"[0, 1, 2, 3, 4]",Krum,"[0, 1, 2, 3, 4]",Fixed baseline,4
102,exp2_mKrum_a0.3_s4,2,0.3,Krum,10.0,0.9917,0.0,0.8074,0,"[0, 1, 2, 3, 4]",Krum,"[0, 1, 2, 3, 4]",Fixed baseline,4
103,exp2_mKrum_a0.3_s4,3,0.3,Krum,70.87,0.7592,0.8109,0.8428,0,"[0, 1, 2, 3, 4]",Krum,"[0, 1, 2, 3, 4]",Fixed baseline,4
104,exp2_mKrum_a0.3_s4,4,0.3,Krum,61.41,0.7306,0.7303,0.8532,0,"[0, 1, 2, 3, 4]",Krum,"[0, 1, 2, 3, 4]",Fixed baseline,4
105,exp2_mKrum_a0.3_s4,5,0.3,Krum,61.33,0.7822,0.7303,0.8484,0,"[0, 1, 2, 3, 4]",Krum,"[0, 1, 2, 3, 4]",Fixed baseline,4
106,exp2_mKrum_a0.3_s4,6,0.3,Krum,56.1,1.0173,0.6822,0.8446,0,"[0, 1, 2, 3, 4]",Krum,"[0, 1, 2, 3, 4]",Fixed baseline,4
107,exp2_mKrum_a0.3_s4,7,0.3,Krum,69.46,0.8718,0.8001,0.8426,0,"[0, 1, 2, 3, 4]",Krum,"[0, 1, 2, 3, 4]",Fixed baseline,4
108,exp2_mKrum_a0.3_s4,8,0.3,Krum,43.69,2.7627,0.5472,0.8443,0,"[0, 1, 2, 3, 4]",Krum,"[0, 1, 2, 3, 4]",Fixed baseline,4
109,exp2_mKrum_a0.3_s5,1,0.3,Krum,72.5,0.5622,0.8222,0.8923,1,"[0, 1, 2, 3]",Krum,"[0, 1, 2, 3]",Fixed baseline,5
110,exp2_mKrum_a0.3_s5,2,0.3,Krum,83.18,0.3808,0.899,0.9105,2,"[0, 1, 2]",Krum,"[0, 1, 2]",Fixed baseline,5
111,exp2_mKrum_a0.3_s5,3,0.3,Krum,89.43,0.2579,0.9399,0.8985,2,"[0, 1, 2]",Krum,"[0, 1, 2]",Fixed baseline,5
112,exp2_mKrum_a0.3_s5,4,0.3,Krum,90.54,0.2308,0.9462,0.9199,2,"[0, 1, 2]",Krum,"[0, 1, 2]",Fixed baseline,5
113,exp2_mKrum_a0.3_s5,5,0.3,Krum,87.63,0.2959,0.9279,0.9237,2,"[0, 1, 2]",Krum,"[0, 1, 2]",Fixed baseline,5
114,exp2_mKrum_a0.3_s5,6,0.3,Krum,83.67,0.4097,0.9024,0.9122,2,"[0, 1, 2]",Krum,"[0, 1, 2]",Fixed baseline,5
115,exp2_mKrum_a0.3_s5,7,0.3,Krum,86.1,0.3931,0.9181,0.9198,2,"[0, 1, 2]",Krum,"[0, 1, 2]",Fixed baseline,5
116,exp2_mKrum_a0.3_s5,8,0.3,Krum,89.51,0.3472,0.9401,0.9138,2,"[0, 1, 2]",Krum,"[0, 1, 2]",Fixed baseline,5
117,exp2_mKrum_a1.0_s1,1,1.0,Krum,90.04,0.3151,0.9441,0.8944,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Fixed baseline,1
118,exp2_mKrum_a1.0_s1,2,1.0,Krum,86.76,0.3055,0.9228,0.9067,2,"[0, 1, 4]",Krum,"[0, 1, 4]",Fixed baseline,1
119,exp2_mKrum_a1.0_s1,3,1.0,Krum,86.84,0.33,0.9227,0.9229,2,"[0, 1, 4]",Krum,"[0, 1, 4]",Fixed baseline,1
120,exp2_mKrum_a1.0_s1,4,1.0,Krum,90.37,0.2559,0.945,0.9275,2,"[0, 1, 4]",Krum,"[0, 1, 4]",Fixed baseline,1
121,exp2_mKrum_a1.0_s1,5,1.0,Krum,88.82,0.2946,0.9355,0.9175,1,"[0, 1, 3, 4]",Krum,"[0, 1, 3, 4]",Fixed baseline,1
122,exp2_mKrum_a1.0_s2,1,1.0,Krum,71.99,0.5644,0.8189,0.8786,0,"[0, 1, 2, 3, 4]",Krum,"[0, 1, 2, 3, 4]",Fixed baseline,2
123,exp2_mKrum_a1.0_s2,2,1.0,Krum,79.93,0.4176,0.8767,0.9026,0,"[0, 1, 2, 3, 4]",Krum,"[0, 1, 2, 3, 4]",Fixed baseline,2
124,exp2_mKrum_a1.0_s2,3,1.0,Krum,15.25,1.8512,0.2405,0.0905,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Fixed baseline,2
125,exp2_mKrum_a1.0_s2,4,1.0,Krum,13.79,4.1274,0.2203,0.0738,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Fixed baseline,2
126,exp2_mKrum_a1.0_s2,5,1.0,Krum,9.56,3.5925,0.1345,0.0755,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Fixed baseline,2
127,exp2_mKrum_a1.0_s2,6,1.0,Krum,78.62,0.4241,0.8669,0.9172,2,"[1, 2, 4]",Krum,"[1, 2, 4]",Fixed baseline,2
128,exp2_mKrum_a1.0_s2,7,1.0,Krum,8.41,4.5468,0.1051,0.0795,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Fixed baseline,2
129,exp2_mKrum_a1.0_s2,8,1.0,Krum,10.78,3.7838,0.1619,0.0691,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Fixed baseline,2
130,exp2_mKrum_a1.0_s3,1,1.0,Krum,74.84,0.4955,0.8396,0.9066,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Fixed baseline,3
131,exp2_mKrum_a1.0_s3,2,1.0,Krum,81.74,0.3965,0.8889,0.9171,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Fixed baseline,3
132,exp2_mKrum_a1.0_s3,3,1.0,Krum,90.37,0.2393,0.9449,0.9294,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Fixed baseline,3
133,exp2_mKrum_a1.0_s3,4,1.0,Krum,84.86,0.3544,0.9096,0.9306,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Fixed baseline,3
134,exp2_mKrum_a1.0_s3,5,1.0,Krum,86.83,0.3653,0.9225,0.934,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Fixed baseline,3
135,exp2_mKrum_a1.0_s3,6,1.0,Krum,89.48,0.324,0.9392,0.9395,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Fixed baseline,3
136,exp2_mKrum_a1.0_s3,7,1.0,Krum,85.89,0.4082,0.9164,0.9336,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Fixed baseline,3
137,exp2_mKrum_a1.0_s3,8,1.0,Krum,83.81,0.6336,0.9024,0.9358,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Fixed baseline,3
138,exp2_mKrum_a1.0_s4,1,1.0,Krum,82.18,0.4418,0.8925,0.8928,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Fixed baseline,4
139,exp2_mKrum_a1.0_s4,2,1.0,Krum,86.36,0.3352,0.9198,0.9174,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Fixed baseline,4
140,exp2_mKrum_a1.0_s4,3,1.0,Krum,79.18,0.4593,0.871,0.9226,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Fixed baseline,4
141,exp2_mKrum_a1.0_s4,4,1.0,Krum,86.62,0.3011,0.9213,0.927,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Fixed baseline,4
142,exp2_mKrum_a1.0_s4,5,1.0,Krum,86.6,0.3676,0.9211,0.9232,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Fixed baseline,4
143,exp2_mKrum_a1.0_s4,6,1.0,Krum,80.35,0.5344,0.8794,0.9179,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Fixed baseline,4
144,exp2_mKrum_a1.0_s4,7,1.0,Krum,89.4,0.3569,0.9389,0.925,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Fixed baseline,4
145,exp2_mKrum_a1.0_s4,8,1.0,Krum,90.48,0.3184,0.9457,0.9244,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Fixed baseline,4
146,exp2_mKrum_a1.0_s5,1,1.0,Krum,84.81,0.3604,0.9098,0.9142,1,"[0, 1, 3, 4]",Krum,"[0, 1, 3, 4]",Fixed baseline,5
147,exp2_mKrum_a1.0_s5,2,1.0,Krum,85.96,0.326,0.9167,0.9345,1,"[0, 1, 3, 4]",Krum,"[0, 1, 3, 4]",Fixed baseline,5
148,exp2_mKrum_a1.0_s5,3,1.0,Krum,90.51,0.2322,0.9456,0.9376,1,"[0, 1, 3, 4]",Krum,"[0, 1, 3, 4]",Fixed baseline,5
149,exp2_mKrum_a1.0_s5,4,1.0,Krum,90.65,0.2439,0.9463,0.9404,1,"[0, 1, 3, 4]",Krum,"[0, 1, 3, 4]",Fixed baseline,5
150,exp2_mKrum_a1.0_s5,5,1.0,Krum,89.2,0.2841,0.9374,0.9391,1,"[0, 1, 3, 4]",Krum,"[0, 1, 3, 4]",Fixed baseline,5
151,exp2_mKrum_a1.0_s5,6,1.0,Krum,89.0,0.3414,0.9361,0.9385,1,"[0, 1, 3, 4]",Krum,"[0, 1, 3, 4]",Fixed baseline,5
152,exp2_mKrum_a1.0_s5,7,1.0,Krum,91.0,0.3282,0.9485,0.9405,1,"[0, 1, 3, 4]",Krum,"[0, 1, 3, 4]",Fixed baseline,5
153,exp2_mKrum_a1.0_s5,8,1.0,Krum,91.22,0.3354,0.9499,0.9387,1,"[0, 1, 3, 4]",Krum,"[0, 1, 3, 4]",Fixed baseline,5
154,exp2_mMedian_a0.3_s1,1,0.3,Median,90.09,0.2566,0.9478,0.8284,2,"[1, 3, 4]",Median,"[1, 3, 4]",Fixed baseline,1
155,exp2_mMedian_a0.3_s1,2,0.3,Median,90.07,0.5852,0.945,0.873,3,"[3, 4]",Median,"[3, 4]",Fixed baseline,1
156,exp2_mMedian_a0.3_s1,3,0.3,Median,91.38,0.2415,0.953,0.8622,2,"[1, 3, 4]",Median,"[1, 3, 4]",Fixed baseline,1
157,exp2_mMedian_a0.3_s1,4,0.3,Median,91.15,0.2573,0.9527,0.8571,2,"[1, 3, 4]",Median,"[1, 3, 4]",Fixed baseline,1
158,exp2_mMedian_a0.3_s1,5,0.3,Median,91.69,0.469,0.9549,0.8859,3,"[3, 4]",Median,"[3, 4]",Fixed baseline,1
159,exp2_mMedian_a0.3_s1,6,0.3,Median,90.98,0.2379,0.9509,0.8712,2,"[1, 3, 4]",Median,"[1, 3, 4]",Fixed baseline,1
160,exp2_mMedian_a0.3_s1,7,0.3,Median,91.93,0.4268,0.9558,0.8945,3,"[3, 4]",Median,"[3, 4]",Fixed baseline,1
161,exp2_mMedian_a0.3_s1,8,0.3,Median,91.9,0.2333,0.9563,0.8898,2,"[1, 3, 4]",Median,"[1, 3, 4]",Fixed baseline,1
162,exp2_mMedian_a0.3_s2,1,0.3,Median,11.26,0.7024,0.0276,0.8686,1,"[0, 1, 2, 4]",Median,"[0, 1, 2, 4]",Fixed baseline,2
163,exp2_mMedian_a0.3_s2,2,0.3,Median,90.69,0.5576,0.9508,0.8941,1,"[0, 1, 2, 4]",Median,"[0, 1, 2, 4]",Fixed baseline,2
164,exp2_mMedian_a0.3_s2,3,0.3,Median,91.99,0.4964,0.9572,0.9189,1,"[0, 1, 2, 4]",Median,"[0, 1, 2, 4]",Fixed baseline,2
165,exp2_mMedian_a0.3_s2,4,0.3,Median,92.16,0.5788,0.9579,0.8886,1,"[0, 1, 2, 4]",Median,"[0, 1, 2, 4]",Fixed baseline,2
166,exp2_mMedian_a0.3_s2,5,0.3,Median,92.35,0.498,0.9588,0.92,1,"[0, 1, 2, 4]",Median,"[0, 1, 2, 4]",Fixed baseline,2
167,exp2_mMedian_a0.3_s2,6,0.3,Median,92.17,0.526,0.9579,0.9012,1,"[0, 1, 2, 4]",Median,"[0, 1, 2, 4]",Fixed baseline,2
168,exp2_mMedian_a0.3_s2,7,0.3,Median,92.57,0.5229,0.9595,0.9063,1,"[0, 1, 2, 4]",Median,"[0, 1, 2, 4]",Fixed baseline,2
169,exp2_mMedian_a0.3_s2,8,0.3,Median,92.22,0.5247,0.9579,0.8926,1,"[0, 1, 2, 4]",Median,"[0, 1, 2, 4]",Fixed baseline,2
170,exp2_mMedian_a0.3_s3,1,0.3,Median,55.68,0.7125,0.676,0.8629,2,"[0, 1, 4]",Median,"[0, 1, 4]",Fixed baseline,3
171,exp2_mMedian_a0.3_s3,2,0.3,Median,72.29,0.6145,0.8204,0.8898,2,"[0, 1, 4]",Median,"[0, 1, 4]",Fixed baseline,3
172,exp2_mMedian_a0.3_s3,3,0.3,Median,90.83,0.6425,0.9501,0.8579,1,"[0, 1, 2, 4]",Median,"[0, 1, 2, 4]",Fixed baseline,3
173,exp2_mMedian_a0.3_s3,4,0.3,Median,65.74,0.654,0.767,0.8952,0,"[0, 1, 2, 3, 4]",Median,"[0, 1, 2, 3, 4]",Fixed baseline,3
174,exp2_mMedian_a0.3_s3,5,0.3,Median,60.1,0.6688,0.7171,0.8904,0,"[0, 1, 2, 3, 4]",Median,"[0, 1, 2, 3, 4]",Fixed baseline,3
175,exp2_mMedian_a0.3_s3,6,0.3,Median,64.24,0.6709,0.7548,0.8862,1,"[0, 1, 2, 4]",Median,"[0, 1, 2, 4]",Fixed baseline,3
176,exp2_mMedian_a0.3_s3,7,0.3,Median,84.65,0.5582,0.9093,0.8928,1,"[0, 1, 3, 4]",Median,"[0, 1, 3, 4]",Fixed baseline,3
177,exp2_mMedian_a0.3_s3,8,0.3,Median,80.54,0.5282,0.8814,0.8918,0,"[0, 1, 2, 3, 4]",Median,"[0, 1, 2, 3, 4]",Fixed baseline,3
178,exp2_mMedian_a0.3_s4,1,0.3,Median,90.0,0.5869,0.9474,0.8652,0,"[0, 1, 2, 3, 4]",Median,"[0, 1, 2, 3, 4]",Fixed baseline,4
179,exp2_mMedian_a0.3_s4,2,0.3,Median,92.01,0.5444,0.9562,0.9008,0,"[0, 1, 2, 3, 4]",Median,"[0, 1, 2, 3, 4]",Fixed baseline,4
180,exp2_mMedian_a0.3_s4,3,0.3,Median,91.21,0.4255,0.9504,0.9213,0,"[0, 1, 2, 3, 4]",Median,"[0, 1, 2, 3, 4]",Fixed baseline,4
181,exp2_mMedian_a0.3_s4,4,0.3,Median,91.68,0.3896,0.9531,0.9276,0,"[0, 1, 2, 3, 4]",Median,"[0, 1, 2, 3, 4]",Fixed baseline,4
182,exp2_mMedian_a0.3_s4,5,0.3,Median,92.72,0.3292,0.9593,0.9317,0,"[0, 1, 2, 3, 4]",Median,"[0, 1, 2, 3, 4]",Fixed baseline,4
183,exp2_mMedian_a0.3_s4,6,0.3,Median,92.35,0.3111,0.957,0.9355,0,"[0, 1, 2, 3, 4]",Median,"[0, 1, 2, 3, 4]",Fixed baseline,4
184,exp2_mMedian_a0.3_s4,7,0.3,Median,92.02,0.3213,0.9549,0.9362,0,"[0, 1, 2, 3, 4]",Median,"[0, 1, 2, 3, 4]",Fixed baseline,4
185,exp2_mMedian_a0.3_s4,8,0.3,Median,88.42,0.3697,0.9327,0.9311,0,"[0, 1, 2, 3, 4]",Median,"[0, 1, 2, 3, 4]",Fixed baseline,4
186,exp2_mMedian_a0.3_s5,1,0.3,Median,90.0,0.6186,0.9474,0.8626,1,"[0, 1, 2, 3]",Median,"[0, 1, 2, 3]",Fixed baseline,5
187,exp2_mMedian_a0.3_s5,2,0.3,Median,90.46,0.4442,0.9497,0.8891,3,"[0, 2]",Median,"[0, 2]",Fixed baseline,5
188,exp2_mMedian_a0.3_s5,3,0.3,Median,90.42,0.5045,0.9495,0.8885,1,"[0, 1, 2, 3]",Median,"[0, 1, 2, 3]",Fixed baseline,5
189,exp2_mMedian_a0.3_s5,4,0.3,Median,91.29,0.4966,0.9536,0.8788,1,"[0, 1, 2, 3]",Median,"[0, 1, 2, 3]",Fixed baseline,5
190,exp2_mMedian_a0.3_s5,5,0.3,Median,90.34,0.5012,0.9481,0.8606,1,"[0, 1, 2, 3]",Median,"[0, 1, 2, 3]",Fixed baseline,5
191,exp2_mMedian_a0.3_s5,6,0.3,Median,86.76,0.4138,0.9228,0.9141,2,"[0, 1, 2]",Median,"[0, 1, 2]",Fixed baseline,5
192,exp2_mMedian_a0.3_s5,7,0.3,Median,74.51,0.608,0.8409,0.8139,2,"[0, 1, 2]",Median,"[0, 1, 2]",Fixed baseline,5
